56264	5	640
640	7	19687
19687	5	640
640	7	59930
59930	5	640
640	7	26819
26819	5	640
640	7	37131
37131	5	640
640	7	20097
20097	5	640
640	7	60410
60410	5	640
640	7	47486
47486	5	640
640	7	49594
49594	5	640
640	7	7843
7843	5	640
640	7	23196
23196	5	640
640	7	38113
38113	5	640
640	2	22885
22885	4	640
640	2	54503
54503	4	640
640	2	8912
8912	4	640
640	2	34548
34548	4	640
640	2	12524
12524	4	640
640	2	6266
6266	4	640
640	2	29823
29823	4	640
640	2	13093
13093	4	640
640	2	32294
32294	4	640
640	2	12384
12384	4	640
640	2	50423
50423	4	640
640	2	29598
29598	4	640
640	2	11571
11571	4	640
640	2	23374
23374	4	640
640	2	40311
40311	4	640
640	2	15569
15569	4	640
640	2	8672
8672	4	640
640	2	46456
46456	4	640
640	2	7580
7580	4	640
640	2	55595
55595	4	640
640	2	5298
5298	4	640
640	2	35553
35553	4	640
640	2	42755
42755	4	640
640	2	34944
34944	4	640
640	2	57579
57579	4	640
640	2	12973
12973	4	640
640	2	48556
48556	4	640
640	2	49050
49050	4	640
640	2	31263
31263	4	640
640	2	19057
19057	4	640
640	2	3544
3544	4	640
640	2	48652
48652	4	640
640	2	14936
14936	4	640
640	2	64821
64821	4	640
640	2	37911
37911	4	640
640	2	54015
54015	4	640
640	2	31185
31185	4	640
640	2	39146
39146	4	640
640	2	21703
21703	4	640
640	2	60272
60272	4	640
640	2	29754
29754	4	640
640	2	33881
33881	4	640
640	2	50048
50048	4	640
640	2	61973
61973	4	640
640	2	42543
42543	4	640
640	2	57802
57802	4	640
640	2	45441
45441	4	640
640	2	34234
34234	4	640
699	2	45018
45018	4	699
699	2	9568
9568	4	699
699	2	7786
7786	4	699
699	2	4040
4040	4	699
699	2	54476
54476	4	699
699	2	30200
30200	4	699
699	2	9542
9542	4	699
699	2	7870
7870	4	699
699	2	47200
47200	4	699
699	2	63030
63030	4	699
699	2	12289
12289	4	699
699	2	8126
8126	4	699
699	2	50489
50489	4	699
699	2	62605
62605	4	699
699	2	43016
43016	4	699
699	7	41764
41764	5	699
699	7	20155
20155	5	699
699	7	22357
22357	5	699
699	7	16530
16530	5	699
699	7	2746
2746	5	699
699	7	4757
4757	5	699
699	7	64530
64530	5	699
699	7	45648
45648	5	699
699	7	55491
55491	5	699
699	7	25478
25478	5	699
699	7	55142
55142	5	699
699	7	12326
12326	5	699
1515	2	45514
45514	4	1515
1515	2	45974
45974	4	1515
1515	2	45512
45512	4	1515
1515	2	46333
46333	4	1515
1515	2	36193
36193	4	1515
1515	2	1977
1977	4	1515
1515	2	8431
8431	4	1515
1515	2	4961
4961	4	1515
1515	2	59834
59834	4	1515
1515	2	63699
63699	4	1515
1515	2	5377
5377	4	1515
1515	2	12562
12562	4	1515
1515	2	21472
21472	4	1515
1515	2	14760
14760	4	1515
1515	2	51318
51318	4	1515
1515	2	60978
60978	4	1515
1515	2	63692
63692	4	1515
1515	2	5097
5097	4	1515
1515	2	55122
55122	4	1515
1515	2	27173
27173	4	1515
1515	7	54245
54245	5	1515
1515	7	30688
30688	5	1515
1515	7	12517
12517	5	1515
1515	7	65044
65044	5	1515
1515	7	12055
12055	5	1515
1515	7	35737
35737	5	1515
1515	7	10218
10218	5	1515
1515	7	22324
22324	5	1515
1515	7	53109
53109	5	1515
1515	7	57167
57167	5	1515
1515	7	21212
21212	5	1515
1515	7	38308
38308	5	1515
1515	7	59222
59222	5	1515
1515	7	36159
36159	5	1515
1515	7	38311
38311	5	1515
1515	7	23039
23039	5	1515
1515	7	5774
5774	5	1515
1515	7	11542
11542	5	1515
1515	7	35811
35811	5	1515
1515	7	54582
54582	5	1515
1515	0	54914
54914	9	1515
296	2	45443
45443	4	296
296	2	8704
8704	4	296
296	2	23779
23779	4	296
296	2	27896
27896	4	296
296	7	1955
1955	5	296
296	7	55501
55501	5	296
1030	7	44194
44194	5	1030
1030	7	4955
4955	5	1030
1030	7	51957
51957	5	1030
1030	7	44372
44372	5	1030
1030	7	31909
31909	5	1030
1030	7	36369
36369	5	1030
1030	7	19154
19154	5	1030
1030	2	18151
18151	4	1030
1030	2	52862
52862	4	1030
1030	2	35254
35254	4	1030
1030	2	11505
11505	4	1030
1030	2	31590
31590	4	1030
1030	2	13336
13336	4	1030
1030	2	62357
62357	4	1030
308	7	9413
9413	5	308
308	7	21995
21995	5	308
308	7	50564
50564	5	308
308	7	12550
12550	5	308
308	7	47072
47072	5	308
308	7	36629
36629	5	308
308	7	1837
1837	5	308
308	7	45762
45762	5	308
308	7	21995
21995	5	308
308	7	13221
13221	5	308
308	2	8153
8153	4	308
308	2	31708
31708	4	308
308	2	43413
43413	4	308
308	2	15515
15515	4	308
308	2	9499
9499	4	308
308	2	3523
3523	4	308
308	2	8663
8663	4	308
308	2	9622
9622	4	308
308	2	18336
18336	4	308
308	2	40978
40978	4	308
484	2	8509
8509	4	484
484	2	50328
50328	4	484
484	2	23574
23574	4	484
484	2	11682
11682	4	484
484	2	30716
30716	4	484
484	2	57591
57591	4	484
484	2	10842
10842	4	484
484	2	39622
39622	4	484
484	2	33961
33961	4	484
484	2	29622
29622	4	484
484	2	55210
55210	4	484
484	2	52681
52681	4	484
484	2	9570
9570	4	484
484	2	53582
53582	4	484
484	2	17967
17967	4	484
484	2	57065
57065	4	484
484	2	59065
59065	4	484
484	2	45408
45408	4	484
484	2	14430
14430	4	484
484	2	25278
25278	4	484
484	2	21362
21362	4	484
484	2	63316
63316	4	484
484	2	9669
9669	4	484
484	2	38297
38297	4	484
484	2	20892
20892	4	484
484	2	64281
64281	4	484
484	2	59143
59143	4	484
484	2	7226
7226	4	484
484	2	40684
40684	4	484
484	2	52334
52334	4	484
484	2	57030
57030	4	484
484	2	51578
51578	4	484
484	7	52642
52642	5	484
484	7	34221
34221	5	484
484	7	43466
43466	5	484
484	7	65127
65127	5	484
484	7	7255
7255	5	484
484	7	49225
49225	5	484
484	7	51384
51384	5	484
484	7	58049
58049	5	484
484	7	26200
26200	5	484
484	7	61836
61836	5	484
484	7	21337
21337	5	484
484	7	47184
47184	5	484
484	7	24420
24420	5	484
484	7	38700
38700	5	484
484	7	17092
17092	5	484
484	7	3411
3411	5	484
484	7	2566
2566	5	484
484	7	34083
34083	5	484
484	7	9747
9747	5	484
484	7	16234
16234	5	484
484	7	14929
14929	5	484
484	7	27997
27997	5	484
484	7	47964
47964	5	484
484	7	64791
64791	5	484
484	7	32920
32920	5	484
484	7	52131
52131	5	484
484	7	28604
28604	5	484
484	7	21297
21297	5	484
484	7	23371
23371	5	484
484	7	37296
37296	5	484
484	7	37765
37765	5	484
484	7	24104
24104	5	484
1042	2	62947
62947	4	1042
1042	2	32950
32950	4	1042
1042	2	53290
53290	4	1042
1042	2	53114
53114	4	1042
1042	2	24276
24276	4	1042
1042	2	20575
20575	4	1042
1042	2	22459
22459	4	1042
1042	2	59506
59506	4	1042
1042	2	22585
22585	4	1042
1042	2	40329
40329	4	1042
1042	7	8023
8023	5	1042
1042	7	64347
64347	5	1042
1522	2	45649
45649	4	1522
1522	2	45510
45510	4	1522
1522	2	38868
38868	4	1522
1522	2	31007
31007	4	1522
1522	2	25418
25418	4	1522
1522	2	6183
6183	4	1522
1522	2	36300
36300	4	1522
1522	2	24784
24784	4	1522
1522	2	41902
41902	4	1522
1522	2	59966
59966	4	1522
1522	7	32899
32899	5	1522
1522	7	36920
36920	5	1522
1522	7	41805
41805	5	1522
1522	7	57938
57938	5	1522
1522	7	64947
64947	5	1522
1522	7	45727
45727	5	1522
1522	7	18854
18854	5	1522
1522	7	51271
51271	5	1522
1522	7	51271
51271	5	1522
1522	7	45732
45732	5	1522
364	2	30200
30200	4	364
364	2	49469
49469	4	364
364	2	35340
35340	4	364
364	2	41125
41125	4	364
364	2	16194
16194	4	364
364	2	28218
28218	4	364
364	2	17178
17178	4	364
364	2	45958
45958	4	364
364	2	35985
35985	4	364
364	2	48081
48081	4	364
364	2	6582
6582	4	364
364	2	7995
7995	4	364
364	2	4847
4847	4	364
364	2	61790
61790	4	364
364	2	22652
22652	4	364
364	2	42642
42642	4	364
364	2	41148
41148	4	364
364	2	43621
43621	4	364
364	7	54718
54718	5	364
364	7	60852
60852	5	364
364	7	13724
13724	5	364
364	7	17827
17827	5	364
364	7	14633
14633	5	364
364	7	46263
46263	5	364
364	7	6654
6654	5	364
364	7	28216
28216	5	364
364	7	11189
11189	5	364
364	7	13200
13200	5	364
364	7	29780
29780	5	364
364	7	29641
29641	5	364
364	7	10429
10429	5	364
364	7	6562
6562	5	364
364	7	16578
16578	5	364
364	7	58070
58070	5	364
582	2	62227
62227	4	582
582	2	54203
54203	4	582
582	2	57911
57911	4	582
582	2	63441
63441	4	582
582	2	23855
23855	4	582
582	2	44725
44725	4	582
582	2	12870
12870	4	582
582	2	28658
28658	4	582
582	2	24245
24245	4	582
582	2	27366
27366	4	582
582	2	61806
61806	4	582
582	2	30015
30015	4	582
582	2	36465
36465	4	582
582	2	16421
16421	4	582
582	2	63324
63324	4	582
582	2	19135
19135	4	582
582	2	10445
10445	4	582
582	2	33792
33792	4	582
582	2	57900
57900	4	582
582	2	26292
26292	4	582
582	2	61869
61869	4	582
582	2	11515
11515	4	582
582	2	10914
10914	4	582
582	2	33502
33502	4	582
582	2	36417
36417	4	582
582	2	64131
64131	4	582
582	2	41759
41759	4	582
582	2	28930
28930	4	582
582	2	41609
41609	4	582
582	2	14898
14898	4	582
582	2	54146
54146	4	582
582	2	28515
28515	4	582
582	2	50580
50580	4	582
582	2	13700
13700	4	582
582	2	3801
3801	4	582
582	2	62202
62202	4	582
582	7	12567
12567	5	582
582	7	17928
17928	5	582
582	7	27583
27583	5	582
582	7	50682
50682	5	582
582	7	7117
7117	5	582
582	7	28452
28452	5	582
582	7	3586
3586	5	582
582	7	26402
26402	5	582
582	7	52331
52331	5	582
582	7	45623
45623	5	582
582	7	36858
36858	5	582
582	7	29030
29030	5	582
582	7	19998
19998	5	582
582	7	42817
42817	5	582
582	7	35086
35086	5	582
582	7	34220
34220	5	582
582	7	65479
65479	5	582
582	7	51467
51467	5	582
582	7	31968
31968	5	582
582	7	7236
7236	5	582
582	7	50050
50050	5	582
582	7	63442
63442	5	582
582	7	20686
20686	5	582
582	7	51237
51237	5	582
582	7	29260
29260	5	582
582	7	11649
11649	5	582
582	7	39709
39709	5	582
582	7	34190
34190	5	582
582	7	20405
20405	5	582
582	7	24873
24873	5	582
582	7	37370
37370	5	582
582	7	55440
55440	5	582
582	7	29637
29637	5	582
582	7	49643
49643	5	582
582	7	5519
5519	5	582
582	7	22698
22698	5	582
1071	7	41274
41274	5	1071
1071	7	44297
44297	5	1071
1071	7	34764
34764	5	1071
1071	7	32315
32315	5	1071
1071	7	37942
37942	5	1071
1071	7	48786
48786	5	1071
1071	7	32387
32387	5	1071
1071	7	6110
6110	5	1071
1071	7	8956
8956	5	1071
1071	7	48786
48786	5	1071
1071	7	44811
44811	5	1071
1071	2	25825
25825	4	1071
1071	2	42450
42450	4	1071
1071	2	27701
27701	4	1071
1071	2	61163
61163	4	1071
1071	2	8689
8689	4	1071
1071	2	11187
11187	4	1071
1071	2	1809
1809	4	1071
1071	2	33889
33889	4	1071
1071	2	41887
41887	4	1071
1071	2	65057
65057	4	1071
1071	2	14550
14550	4	1071
950	2	7685
7685	4	950
950	2	22570
22570	4	950
950	2	13199
13199	4	950
950	2	48134
48134	4	950
950	2	29333
29333	4	950
950	2	17997
17997	4	950
950	2	55401
55401	4	950
950	2	20469
20469	4	950
950	2	57947
57947	4	950
950	7	58288
58288	5	950
16	2	28949
28949	4	16
1284	2	14296
14296	4	1284
1284	2	10709
10709	4	1284
1284	2	11038
11038	4	1284
1284	2	19105
19105	4	1284
1284	2	31750
31750	4	1284
1284	2	26333
26333	4	1284
1284	2	34447
34447	4	1284
1284	2	38171
38171	4	1284
1284	2	61570
61570	4	1284
1284	2	5635
5635	4	1284
1284	2	64795
64795	4	1284
1284	2	37989
37989	4	1284
1284	2	64903
64903	4	1284
1284	2	25660
25660	4	1284
1284	2	17963
17963	4	1284
1284	2	40561
40561	4	1284
1284	2	21397
21397	4	1284
1284	2	15589
15589	4	1284
1284	2	25530
25530	4	1284
1284	2	40026
40026	4	1284
1284	2	52826
52826	4	1284
1284	2	11382
11382	4	1284
1284	2	32852
32852	4	1284
1284	2	27719
27719	4	1284
1284	2	47713
47713	4	1284
1284	2	6723
6723	4	1284
1284	2	64778
64778	4	1284
1284	2	12906
12906	4	1284
1284	2	18907
18907	4	1284
1284	2	3458
3458	4	1284
1284	2	36053
36053	4	1284
1284	2	62978
62978	4	1284
1284	2	49468
49468	4	1284
1284	2	39182
39182	4	1284
1284	2	40373
40373	4	1284
1284	2	52641
52641	4	1284
1284	2	12503
12503	4	1284
1284	2	40561
40561	4	1284
1284	2	35899
35899	4	1284
1284	2	15298
15298	4	1284
1284	2	48110
48110	4	1284
1284	2	38123
38123	4	1284
1284	2	48331
48331	4	1284
1284	2	35185
35185	4	1284
1284	2	11073
11073	4	1284
1284	2	16087
16087	4	1284
1284	2	31029
31029	4	1284
1284	2	54542
54542	4	1284
1284	2	18096
18096	4	1284
1284	2	51805
51805	4	1284
1284	2	8651
8651	4	1284
1284	2	29701
29701	4	1284
1284	2	33258
33258	4	1284
1284	2	61329
61329	4	1284
1284	2	28454
28454	4	1284
1284	2	40640
40640	4	1284
1284	2	48070
48070	4	1284
1284	2	46178
46178	4	1284
1284	2	27502
27502	4	1284
1284	2	54642
54642	4	1284
1284	2	58740
58740	4	1284
1284	2	23117
23117	4	1284
1284	2	29651
29651	4	1284
1284	2	30982
30982	4	1284
1284	2	38539
38539	4	1284
1284	2	2565
2565	4	1284
1284	2	51908
51908	4	1284
1284	2	42340
42340	4	1284
1284	2	34916
34916	4	1284
1284	2	24646
24646	4	1284
1284	2	46080
46080	4	1284
1284	2	31474
31474	4	1284
1284	2	17130
17130	4	1284
1284	2	61921
61921	4	1284
1284	2	53696
53696	4	1284
1284	2	53594
53594	4	1284
1284	2	48678
48678	4	1284
1284	2	34396
34396	4	1284
1284	2	57387
57387	4	1284
1284	2	45645
45645	4	1284
1284	2	10386
10386	4	1284
1284	2	4976
4976	4	1284
1284	2	28272
28272	4	1284
1284	2	57359
57359	4	1284
1284	2	8784
8784	4	1284
1284	2	6377
6377	4	1284
1284	2	3783
3783	4	1284
1284	2	52751
52751	4	1284
1284	2	22755
22755	4	1284
1284	2	6233
6233	4	1284
1284	2	64120
64120	4	1284
1284	2	36955
36955	4	1284
1284	2	1599
1599	4	1284
1284	2	14630
14630	4	1284
1284	2	61986
61986	4	1284
1284	2	35690
35690	4	1284
1284	2	37247
37247	4	1284
1284	2	64204
64204	4	1284
1284	2	31764
31764	4	1284
1284	2	33079
33079	4	1284
1284	2	10619
10619	4	1284
1284	2	12117
12117	4	1284
1284	2	60709
60709	4	1284
1284	2	12095
12095	4	1284
1284	7	36592
36592	5	1284
1284	7	55228
55228	5	1284
1284	7	4055
4055	5	1284
1284	7	16949
16949	5	1284
1284	7	25999
25999	5	1284
1284	7	11642
11642	5	1284
1284	7	54911
54911	5	1284
1284	7	34453
34453	5	1284
1284	7	63108
63108	5	1284
1284	7	34863
34863	5	1284
1284	7	61661
61661	5	1284
1284	7	47694
47694	5	1284
1284	7	60118
60118	5	1284
1284	7	53405
53405	5	1284
1284	7	24124
24124	5	1284
1284	7	64866
64866	5	1284
1284	7	55381
55381	5	1284
1284	7	8266
8266	5	1284
1284	7	62341
62341	5	1284
1284	7	33599
33599	5	1284
1284	7	16896
16896	5	1284
1284	7	59799
59799	5	1284
1284	7	18872
18872	5	1284
1284	7	16877
16877	5	1284
1284	7	4778
4778	5	1284
1284	7	12447
12447	5	1284
1284	7	52762
52762	5	1284
1284	7	23800
23800	5	1284
1284	7	62688
62688	5	1284
1284	7	27187
27187	5	1284
1284	7	41216
41216	5	1284
1284	7	53130
53130	5	1284
1284	7	3056
3056	5	1284
1284	7	57894
57894	5	1284
1284	7	23136
23136	5	1284
1284	7	12376
12376	5	1284
1284	7	35324
35324	5	1284
1284	7	50034
50034	5	1284
1284	7	2371
2371	5	1284
1284	7	53426
53426	5	1284
1284	7	5999
5999	5	1284
1284	7	6270
6270	5	1284
1284	7	28963
28963	5	1284
1284	7	27731
27731	5	1284
1284	7	56822
56822	5	1284
1284	7	34322
34322	5	1284
1284	7	13706
13706	5	1284
1284	7	51603
51603	5	1284
1284	7	58619
58619	5	1284
1284	7	1954
1954	5	1284
1284	7	7576
7576	5	1284
1284	7	34021
34021	5	1284
1284	7	36995
36995	5	1284
1284	7	49525
49525	5	1284
1284	7	22342
22342	5	1284
1284	7	51422
51422	5	1284
1284	7	12287
12287	5	1284
1284	7	41767
41767	5	1284
1284	7	32070
32070	5	1284
1284	7	11538
11538	5	1284
1284	7	63019
63019	5	1284
1284	7	63166
63166	5	1284
1284	7	31746
31746	5	1284
1284	7	31931
31931	5	1284
1284	7	39693
39693	5	1284
1284	7	42880
42880	5	1284
1284	7	37913
37913	5	1284
1284	7	40689
40689	5	1284
1284	7	17526
17526	5	1284
1284	7	8050
8050	5	1284
1284	7	23155
23155	5	1284
1284	7	57895
57895	5	1284
1284	7	14009
14009	5	1284
1284	7	24726
24726	5	1284
1284	7	57227
57227	5	1284
1284	7	38642
38642	5	1284
1284	7	28677
28677	5	1284
1284	7	12843
12843	5	1284
1284	7	15342
15342	5	1284
1284	7	2495
2495	5	1284
1284	7	39948
39948	5	1284
1284	7	40488
40488	5	1284
1284	7	64696
64696	5	1284
1284	7	58285
58285	5	1284
1284	7	53754
53754	5	1284
1284	7	46385
46385	5	1284
1284	7	33277
33277	5	1284
1284	7	32089
32089	5	1284
1284	7	61128
61128	5	1284
1284	7	36668
36668	5	1284
1284	7	32025
32025	5	1284
1284	7	64447
64447	5	1284
1284	7	10571
10571	5	1284
1284	7	30490
30490	5	1284
1284	7	42144
42144	5	1284
1284	7	27104
27104	5	1284
1284	7	51906
51906	5	1284
1284	7	13409
13409	5	1284
1284	7	39781
39781	5	1284
1284	7	9767
9767	5	1284
1284	7	23024
23024	5	1284
1284	7	48505
48505	5	1284
342	2	5027
5027	4	342
342	2	16918
16918	4	342
342	2	36857
36857	4	342
342	2	7597
7597	4	342
342	2	47756
47756	4	342
342	2	26849
26849	4	342
342	2	54767
54767	4	342
342	2	36179
36179	4	342
342	2	25560
25560	4	342
342	2	64821
64821	4	342
342	2	45392
45392	4	342
342	2	49047
49047	4	342
342	2	10009
10009	4	342
342	7	6053
6053	5	342
766	2	12562
12562	4	766
766	2	32470
32470	4	766
766	2	41797
41797	4	766
766	2	61169
61169	4	766
766	2	24327
24327	4	766
766	2	28099
28099	4	766
766	2	22129
22129	4	766
766	2	45549
45549	4	766
766	2	48670
48670	4	766
766	2	13959
13959	4	766
766	2	24327
24327	4	766
766	2	36172
36172	4	766
766	2	53414
53414	4	766
766	2	40204
40204	4	766
766	2	20640
20640	4	766
766	2	46170
46170	4	766
766	2	36734
36734	4	766
766	7	47765
47765	5	766
766	7	51106
51106	5	766
766	7	21076
21076	5	766
766	7	40797
40797	5	766
766	7	29126
29126	5	766
766	7	52665
52665	5	766
766	7	34328
34328	5	766
766	7	29485
29485	5	766
766	7	29846
29846	5	766
766	7	11035
11035	5	766
766	7	15433
15433	5	766
766	7	37999
37999	5	766
766	7	33167
33167	5	766
766	7	62276
62276	5	766
766	7	64161
64161	5	766
766	7	63262
63262	5	766
766	7	21026
21026	5	766
835	7	41295
41295	5	835
835	7	43322
43322	5	835
835	7	8018
8018	5	835
835	7	52392
52392	5	835
835	7	13344
13344	5	835
835	7	31719
31719	5	835
835	7	44544
44544	5	835
835	7	38805
38805	5	835
835	7	13591
13591	5	835
835	7	8626
8626	5	835
835	7	47770
47770	5	835
835	7	22246
22246	5	835
835	7	8018
8018	5	835
835	7	22047
22047	5	835
835	7	13344
13344	5	835
835	7	15977
15977	5	835
835	7	19613
19613	5	835
835	7	13362
13362	5	835
835	7	10731
10731	5	835
835	7	27077
27077	5	835
835	7	8227
8227	5	835
835	7	10604
10604	5	835
835	7	31719
31719	5	835
835	7	11044
11044	5	835
835	2	16828
16828	4	835
835	2	34194
34194	4	835
835	2	50119
50119	4	835
835	2	64445
64445	4	835
835	2	41526
41526	4	835
835	2	15498
15498	4	835
835	2	63802
63802	4	835
835	2	33625
33625	4	835
835	2	61663
61663	4	835
835	2	54302
54302	4	835
835	2	52365
52365	4	835
835	2	54195
54195	4	835
835	2	5782
5782	4	835
835	2	52967
52967	4	835
835	2	65218
65218	4	835
835	2	49990
49990	4	835
835	2	22376
22376	4	835
835	2	35574
35574	4	835
835	2	11106
11106	4	835
835	2	46055
46055	4	835
835	2	13398
13398	4	835
835	2	47150
47150	4	835
835	2	41526
41526	4	835
835	2	16828
16828	4	835
1581	2	23134
23134	4	1581
1581	2	44482
44482	4	1581
1581	2	12456
12456	4	1581
1581	2	62100
62100	4	1581
1581	2	48081
48081	4	1581
1581	2	32013
32013	4	1581
1581	2	21654
21654	4	1581
1581	2	10131
10131	4	1581
1581	2	33940
33940	4	1581
1581	2	51516
51516	4	1581
1581	2	29140
29140	4	1581
1581	2	23624
23624	4	1581
1581	2	15405
15405	4	1581
1581	2	37378
37378	4	1581
1581	2	37647
37647	4	1581
1581	2	4605
4605	4	1581
1581	2	53259
53259	4	1581
1581	2	48160
48160	4	1581
1581	2	25120
25120	4	1581
1581	2	18760
18760	4	1581
1581	2	6766
6766	4	1581
1581	2	40625
40625	4	1581
1581	2	27701
27701	4	1581
1581	2	7421
7421	4	1581
1581	2	42106
42106	4	1581
1581	2	40209
40209	4	1581
1581	2	2504
2504	4	1581
1581	2	58819
58819	4	1581
1581	2	37006
37006	4	1581
1581	2	63783
63783	4	1581
1581	7	37123
37123	5	1581
1581	7	24826
24826	5	1581
1581	7	17065
17065	5	1581
1581	7	39232
39232	5	1581
1581	7	42401
42401	5	1581
1581	7	29552
29552	5	1581
1581	7	12868
12868	5	1581
1581	7	3632
3632	5	1581
1581	7	62805
62805	5	1581
1581	7	9271
9271	5	1581
1581	7	10176
10176	5	1581
1581	7	5204
5204	5	1581
1581	7	51761
51761	5	1581
1581	7	25147
25147	5	1581
1581	7	36212
36212	5	1581
1581	7	19805
19805	5	1581
1581	7	17109
17109	5	1581
1581	7	20353
20353	5	1581
1581	7	48266
48266	5	1581
1581	7	49906
49906	5	1581
1581	7	27062
27062	5	1581
1581	7	5831
5831	5	1581
1581	7	21678
21678	5	1581
1581	7	17154
17154	5	1581
1581	7	31264
31264	5	1581
1581	7	51161
51161	5	1581
1581	7	37439
37439	5	1581
1581	7	50212
50212	5	1581
1581	7	60426
60426	5	1581
1581	7	18735
18735	5	1581
703	2	1987
1987	4	703
703	2	26726
26726	4	703
703	2	35798
35798	4	703
703	2	57168
57168	4	703
703	2	11706
11706	4	703
703	2	22385
22385	4	703
703	2	21845
21845	4	703
214	2	32864
32864	4	214
214	2	60803
60803	4	214
214	2	29680
29680	4	214
214	2	12433
12433	4	214
214	2	65464
65464	4	214
214	2	49607
49607	4	214
214	2	46306
46306	4	214
214	2	39757
39757	4	214
406	7	41194
41194	5	406
406	7	38711
38711	5	406
406	7	61718
61718	5	406
406	7	19460
19460	5	406
406	7	60434
60434	5	406
406	7	18889
18889	5	406
406	7	7195
7195	5	406
406	7	19193
19193	5	406
406	7	43508
43508	5	406
406	7	31171
31171	5	406
406	7	18463
18463	5	406
406	7	4570
4570	5	406
406	7	4583
4583	5	406
406	7	34372
34372	5	406
406	7	61673
61673	5	406
406	7	57434
57434	5	406
406	7	33917
33917	5	406
406	7	48612
48612	5	406
406	7	48230
48230	5	406
406	7	52191
52191	5	406
406	7	33186
33186	5	406
406	7	25620
25620	5	406
406	7	19387
19387	5	406
406	7	20294
20294	5	406
406	7	44275
44275	5	406
406	7	26373
26373	5	406
406	7	10976
10976	5	406
406	7	4535
4535	5	406
406	7	6105
6105	5	406
406	7	54714
54714	5	406
406	7	12334
12334	5	406
406	7	26300
26300	5	406
406	7	63327
63327	5	406
406	7	48230
48230	5	406
406	7	17245
17245	5	406
406	7	6993
6993	5	406
406	7	23697
23697	5	406
406	7	33917
33917	5	406
406	7	64929
64929	5	406
406	7	24999
24999	5	406
406	7	29816
29816	5	406
406	7	45841
45841	5	406
406	7	64531
64531	5	406
406	7	53054
53054	5	406
406	7	63881
63881	5	406
406	7	45915
45915	5	406
406	7	10504
10504	5	406
406	7	29141
29141	5	406
